station,time,jour,period
chatelet,21:17,ferie,nov_2017
chatelet,21:23,ferie,nov_2017
chatelet,21:26,ferie,nov_2017
chatelet,21:32,ferie,nov_2017
chatelet,21:38,ferie,nov_2017
chatelet,21:41,ferie,nov_2017
chatelet,21:47,ferie,nov_2017
chatelet,21:53,ferie,nov_2017
chatelet,21:56,ferie,nov_2017
chatelet,22:02,ferie,nov_2017
chatelet,22:08,ferie,nov_2017
chatelet,22:11,ferie,nov_2017
chatelet,22:17,ferie,nov_2017
chatelet,22:23,ferie,nov_2017
chatelet,22:26,ferie,nov_2017
chatelet,22:32,ferie,nov_2017
chatelet,22:38,ferie,nov_2017
chatelet,22:41,ferie,nov_2017
chatelet,22:47,ferie,nov_2017
chatelet,22:56,ferie,nov_2017
chatelet,23:02,ferie,nov_2017
chatelet,23:11,ferie,nov_2017
chatelet,23:17,ferie,nov_2017
chatelet,23:26,ferie,nov_2017
chatelet,23:32,ferie,nov_2017
chatelet,23:41,ferie,nov_2017
chatelet,23:47,ferie,nov_2017
chatelet,23:56,ferie,nov_2017
chatelet,0:02,ferie,nov_2017
chatelet,0:11,ferie,nov_2017
chatelet,0:17,ferie,nov_2017
chatelet,0:32,ferie,nov_2017
chatelet,0:47,ferie,nov_2017
