trip_id,arrival_time,departure_time,stop_id,stop_sequence,station,ligne
12325335551078872,10:20:00,10:20:00,2155,15,chatelet,1
12325335561078872,10:31:00,10:31:00,2155,15,chatelet,1
12325335571078872,14:32:00,14:32:00,2155,15,chatelet,1
12425335431078872,15:52:00,15:52:00,2155,15,chatelet,1
12425335441078872,15:52:00,15:52:00,2155,15,chatelet,1
12425335451078872,16:07:00,16:07:00,2155,15,chatelet,1
12425335461078872,11:27:00,11:27:00,2155,15,chatelet,1
12425335481078872,10:22:00,10:22:00,2155,15,chatelet,1
12425335491078872,10:35:00,10:35:00,2155,15,chatelet,1
12425335501078872,10:05:00,10:05:00,2155,15,chatelet,1
12425335511078872,14:55:00,14:55:00,2155,15,chatelet,1
12425335521078872,10:13:00,10:13:00,2155,15,chatelet,1
12425335531078872,11:27:00,11:27:00,2155,15,chatelet,1
12425335551078872,10:22:00,10:22:00,2155,15,chatelet,1
12425335561078872,10:35:00,10:35:00,2155,15,chatelet,1
12425335571078872,14:35:00,14:35:00,2155,15,chatelet,1
12525335431078872,15:55:00,15:55:00,2155,15,chatelet,1
12525335441078872,15:55:00,15:55:00,2155,15,chatelet,1
12525335451078872,16:11:00,16:11:00,2155,15,chatelet,1
12525335461078872,11:30:00,11:30:00,2155,15,chatelet,1
12525335481078872,10:24:00,10:24:00,2155,15,chatelet,1
12525335491078872,10:39:00,10:39:00,2155,15,chatelet,1
12525335501078872,10:07:00,10:07:00,2155,15,chatelet,1
12525335511078872,14:58:00,14:58:00,2155,15,chatelet,1
12525335521078872,10:14:00,10:14:00,2155,15,chatelet,1
12525335531078872,11:30:00,11:30:00,2155,15,chatelet,1
12525335551078872,10:24:00,10:24:00,2155,15,chatelet,1
12525335561078872,10:39:00,10:39:00,2155,15,chatelet,1
12525335571078872,14:38:00,14:38:00,2155,15,chatelet,1
125335431078872,05:49:00,05:49:00,2155,15,chatelet,1
125335441078872,05:49:00,05:49:00,2155,15,chatelet,1
125335451078872,05:49:00,05:49:00,2155,15,chatelet,1
125335461078872,05:49:00,05:49:00,2155,15,chatelet,1
125335481078872,05:49:00,05:49:00,2155,15,chatelet,1
125335491078872,05:49:00,05:49:00,2155,15,chatelet,1
125335501078872,05:49:00,05:49:00,2155,15,chatelet,1
125335511078872,05:49:00,05:49:00,2155,15,chatelet,1
125335521078872,05:49:00,05:49:00,2155,15,chatelet,1
125335531078872,05:49:00,05:49:00,2155,15,chatelet,1
125335551078872,05:49:00,05:49:00,2155,15,chatelet,1
125335561078872,05:49:00,05:49:00,2155,15,chatelet,1
125335571078872,05:49:00,05:49:00,2155,15,chatelet,1
12625335431078872,15:59:00,15:59:00,2155,15,chatelet,1
12625335441078872,15:59:00,15:59:00,2155,15,chatelet,1
12625335451078872,16:15:00,16:15:00,2155,15,chatelet,1
12625335461078872,11:34:00,11:34:00,2155,15,chatelet,1
12625335481078872,10:26:00,10:26:00,2155,15,chatelet,1
12625335491078872,10:43:00,10:43:00,2155,15,chatelet,1
12625335501078872,10:08:00,10:08:00,2155,15,chatelet,1
12625335511078872,15:01:00,15:01:00,2155,15,chatelet,1
12625335521078872,10:16:00,10:16:00,2155,15,chatelet,1
12625335531078872,11:34:00,11:34:00,2155,15,chatelet,1
12625335551078872,10:26:00,10:26:00,2155,15,chatelet,1
12625335561078872,10:43:00,10:43:00,2155,15,chatelet,1
12625335571078872,14:41:00,14:41:00,2155,15,chatelet,1
12725335431078872,16:02:00,16:02:00,2155,15,chatelet,1
12725335441078872,16:02:00,16:02:00,2155,15,chatelet,1
12725335451078872,16:19:00,16:19:00,2155,15,chatelet,1
12725335461078872,11:38:00,11:38:00,2155,15,chatelet,1
12725335481078872,10:28:00,10:28:00,2155,15,chatelet,1
12725335491078872,10:46:00,10:46:00,2155,15,chatelet,1
12725335501078872,10:10:00,10:10:00,2155,15,chatelet,1
12725335511078872,15:04:00,15:04:00,2155,15,chatelet,1
12725335521078872,10:18:00,10:18:00,2155,15,chatelet,1
12725335531078872,11:38:00,11:38:00,2155,15,chatelet,1
12725335551078872,10:28:00,10:28:00,2155,15,chatelet,1
12725335561078872,10:46:00,10:46:00,2155,15,chatelet,1
12725335571078872,14:44:00,14:44:00,2155,15,chatelet,1
12825335431078872,16:06:00,16:06:00,2155,15,chatelet,1
12825335441078872,16:06:00,16:06:00,2155,15,chatelet,1
12825335451078872,16:23:00,16:23:00,2155,15,chatelet,1
12825335461078872,11:41:00,11:41:00,2155,15,chatelet,1
12825335481078872,10:30:00,10:30:00,2155,15,chatelet,1
12825335491078872,10:50:00,10:50:00,2155,15,chatelet,1
12825335501078872,10:12:00,10:12:00,2155,15,chatelet,1
12825335511078872,15:07:00,15:07:00,2155,15,chatelet,1
12825335521078872,10:19:00,10:19:00,2155,15,chatelet,1
12825335531078872,11:41:00,11:41:00,2155,15,chatelet,1
12825335551078872,10:30:00,10:30:00,2155,15,chatelet,1
12825335561078872,10:50:00,10:50:00,2155,15,chatelet,1
12825335571078872,14:47:00,14:47:00,2155,15,chatelet,1
12925335431078872,16:09:00,16:09:00,2155,15,chatelet,1
12925335441078872,16:09:00,16:09:00,2155,15,chatelet,1
12925335451078872,16:27:00,16:27:00,2155,15,chatelet,1
12925335461078872,11:45:00,11:45:00,2155,15,chatelet,1
12925335481078872,10:32:00,10:32:00,2155,15,chatelet,1
12925335491078872,10:54:00,10:54:00,2155,15,chatelet,1
12925335501078872,10:13:00,10:13:00,2155,15,chatelet,1
12925335511078872,15:10:00,15:10:00,2155,15,chatelet,1
12925335521078872,10:21:00,10:21:00,2155,15,chatelet,1
12925335531078872,11:45:00,11:45:00,2155,15,chatelet,1
12925335551078872,10:32:00,10:32:00,2155,15,chatelet,1
12925335561078872,10:54:00,10:54:00,2155,15,chatelet,1
12925335571078872,14:50:00,14:50:00,2155,15,chatelet,1
13025335431078872,16:12:00,16:12:00,2155,15,chatelet,1
13025335441078872,16:12:00,16:12:00,2155,15,chatelet,1
13025335451078872,16:31:00,16:31:00,2155,15,chatelet,1
13025335461078872,11:49:00,11:49:00,2155,15,chatelet,1
13025335481078872,10:35:00,10:35:00,2155,15,chatelet,1
